work_order_id,asset_id,location_id,problem_code,problem_description,created_date,closed_date,technician_id,priority,cost,resolution_code,asset_category,asset_age_category,resolution_hours,season_flag
WO-04713,ASSET-222,LOC-38,STRC-004,Ceiling tile leak stain,2025-10-04 19:00:00,2025-10-04 20:45:00,PL-455,Medium,446.28,PATCHED,Plumbing,old,1.75,fall
WO-04517,ASSET-277,LOC-46,ROOF-003,Roof drain blockage,2025-10-04 19:00:00,2025-10-04 21:39:36,HV-562,Critical,604.37,REPLACED,HVAC,mid,2.66,fall
WO-00709,ASSET-307,LOC-49,IT-005,UPS battery alert,2025-10-05 05:00:00,2025-10-05 07:27:00,PL-271,High,531.15,PATCHED,Plumbing,old,2.45,fall
WO-01460,ASSET-244,LOC-28,WATR-006,Low pressure alert,2025-10-05 15:00:00,2025-10-05 18:04:48,PL-496,High,313.89,RESET,Plumbing,new,3.08,fall
WO-01302,ASSET-339,LOC-29,BMS-009,Setpoint drift,2025-10-05 19:00:00,2025-10-05 23:51:00,LF-405,Low,639.57,,Lift,old,4.85,fall
WO-01900,ASSET-494,LOC-01,GEN-005,Furniture repair,2025-10-05 21:00:00,2025-10-06 01:24:36,GN-668,Critical,540.07,RESET,General,old,4.41,fall
WO-00893,ASSET-036,LOC-13,HVAC-010,Airflow imbalance,2025-10-06 00:00:00,2025-10-06 02:36:36,GN-153,Medium,431.52,REPLACED,General,new,2.61,fall
WO-00277,ASSET-136,LOC-42,WATR-006,Low pressure alert,2025-10-06 00:00:00,2025-10-06 03:35:24,GN-901,Medium,745.61,RESET,General,old,3.59,fall
WO-02566,ASSET-288,LOC-48,CUST-001,Tenant comfort complaint,2025-10-06 08:00:00,2025-10-06 11:36:00,HV-725,Medium,496.77,RESET,HVAC,mid,3.6,fall
WO-02853,ASSET-260,LOC-08,IT-005,UPS battery alert,2025-10-06 13:00:00,2025-10-06 15:29:24,SC-993,Low,392.4,RESET,Security,mid,2.49,fall
WO-03941,ASSET-323,LOC-31,HVAC-004,Compressor short cycling,2025-10-06 17:00:00,2025-10-06 18:33:36,SC-119,Low,482.72,PATCHED,Security,mid,1.56,fall
WO-04709,ASSET-328,LOC-40,PLMB-010,Restroom backup,2025-10-06 20:00:00,2025-10-06 23:24:00,HV-261,Medium,344.62,PATCHED,HVAC,new,3.4,fall
WO-01951,ASSET-004,LOC-41,LIFT-008,Control panel reset,2025-10-06 23:00:00,2025-10-07 02:36:36,EL-651,Low,510.06,PATCHED,Electrical,new,3.61,fall
WO-04683,ASSET-057,LOC-36,IT-005,UPS battery alert,2025-10-07 01:00:00,2025-10-07 02:33:00,GN-836,Medium,204.01,RESET,General,old,1.55,fall
WO-01797,ASSET-277,LOC-04,FIRE-002,Detector false alarm,2025-10-07 09:00:00,2025-10-07 13:07:48,EL-438,High,229.55,RESET,Electrical,mid,4.13,fall
WO-02179,ASSET-451,LOC-04,HVAC-004,Compressor short cycling,2025-10-07 09:00:00,2025-10-07 10:59:24,GN-308,Low,349.2,,General,old,1.99,fall
WO-04433,ASSET-138,LOC-36,PLMB-010,Restroom backup,2025-10-07 11:00:00,2025-10-07 14:07:12,PL-355,High,490.14,INSPECTED,Plumbing,mid,3.12,fall
WO-01150,ASSET-279,LOC-31,WATR-006,Low pressure alert,2025-10-07 12:00:00,2025-10-07 16:38:24,FR-402,Low,464.31,REPLACED,Fire,new,4.64,fall
WO-02235,ASSET-179,LOC-41,PLMB-003,Drain clog,2025-10-07 17:00:00,2025-10-07 19:39:00,SC-458,Medium,550.89,PATCHED,Security,mid,2.65,fall
WO-04873,ASSET-457,LOC-39,LAND-002,Landscape irrigation issue,2025-10-08 01:00:00,2025-10-08 07:07:48,LF-338,Medium,85.0,INSPECTED,Lift,mid,6.13,fall
WO-04040,ASSET-003,LOC-50,PLMB-003,Drain clog,2025-10-08 07:00:00,2025-10-08 11:46:48,SC-248,High,347.85,RESET,Security,old,4.78,fall
WO-02755,ASSET-416,LOC-08,CUST-001,Tenant comfort complaint,2025-10-08 11:00:00,2025-10-08 14:55:48,FR-179,Critical,394.22,REPLACED,Fire,old,3.93,fall
WO-01948,ASSET-091,LOC-26,CUST-001,Tenant comfort complaint,2025-10-08 17:00:00,2025-10-08 18:39:36,SC-565,Low,682.84,REPLACED,Security,mid,1.66,fall
WO-01767,ASSET-367,LOC-25,STRC-004,Ceiling tile leak stain,2025-10-08 19:00:00,2025-10-08 21:57:36,GN-224,Low,491.63,,General,new,2.96,fall
WO-01694,ASSET-360,LOC-46,HVAC-001,Cooling failure,2025-10-08 20:00:00,2025-10-08 23:07:48,LF-987,High,85.0,,Lift,new,3.13,fall
WO-02608,ASSET-442,LOC-03,CUST-001,Tenant comfort complaint,2025-10-08 21:00:00,2025-10-09 02:52:48,HV-366,Critical,389.8,RESET,HVAC,old,5.88,fall
WO-03562,ASSET-157,LOC-33,IT-002,Network cabinet overheat,2025-10-09 03:00:00,2025-10-09 06:52:48,BM-588,Critical,734.34,REPLACED,BMS,new,3.88,fall
WO-02561,ASSET-398,LOC-22,PLMB-007,Pipe leak,2025-10-09 04:00:00,2025-10-09 05:55:12,FR-208,Critical,317.83,PATCHED,Fire,new,1.92,fall
WO-01388,ASSET-008,LOC-28,FIRE-002,Detector false alarm,2025-10-09 04:00:00,2025-10-09 07:42:36,FR-910,Medium,357.02,REPLACED,Fire,old,3.71,fall
WO-03329,ASSET-145,LOC-37,PLMB-010,Restroom backup,2025-10-09 06:00:00,2025-10-09 08:24:36,PL-721,Critical,336.13,RESET,Plumbing,new,2.41,fall
WO-04295,ASSET-451,LOC-25,PLMB-010,Restroom backup,2025-10-09 06:00:00,2025-10-09 08:49:12,EL-245,Low,184.89,PATCHED,Electrical,old,2.82,fall
WO-04501,ASSET-334,LOC-15,ROOF-003,Roof drain blockage,2025-10-09 12:00:00,2025-10-09 15:56:24,HV-501,Critical,506.05,REPLACED,HVAC,new,3.94,fall
WO-01395,ASSET-363,LOC-38,CUST-001,Tenant comfort complaint,2025-10-09 18:00:00,2025-10-09 20:30:00,LF-724,Medium,308.95,REPLACED,Lift,mid,2.5,fall
WO-00682,ASSET-198,LOC-45,LAND-002,Landscape irrigation issue,2025-10-10 00:00:00,2025-10-10 01:31:12,PL-440,Low,476.42,PATCHED,Plumbing,mid,1.52,fall
WO-03292,ASSET-205,LOC-05,BMS-009,Setpoint drift,2025-10-10 03:00:00,2025-10-10 07:35:24,FR-492,Low,517.34,,Fire,mid,4.59,fall
WO-02358,ASSET-177,LOC-49,FIRE-002,Detector false alarm,2025-10-10 05:00:00,2025-10-10 10:18:00,BM-515,Medium,436.14,REPLACED,BMS,old,5.3,fall
WO-02636,ASSET-390,LOC-09,BMS-009,Setpoint drift,2025-10-10 11:00:00,2025-10-10 15:19:48,EL-664,Critical,166.17,RESET,Electrical,old,4.33,fall
WO-04278,ASSET-317,LOC-27,FIRE-002,Detector false alarm,2025-10-10 11:00:00,2025-10-10 14:35:24,SC-713,Low,660.38,RESET,Security,new,3.59,fall
WO-01660,ASSET-350,LOC-07,SEC-008,Camera offline,2025-10-10 13:00:00,2025-10-10 15:33:36,EL-390,High,508.63,PATCHED,Electrical,old,2.56,fall
WO-00210,ASSET-196,LOC-39,SEC-008,Camera offline,2025-10-10 18:00:00,2025-10-10 21:06:36,FR-643,High,636.57,INSPECTED,Fire,old,3.11,fall
WO-03991,ASSET-431,LOC-01,HVAC-004,Compressor short cycling,2025-10-10 21:00:00,2025-10-11 00:57:00,PL-200,High,194.3,,Plumbing,new,3.95,fall
WO-02682,ASSET-374,LOC-32,PLMB-003,Drain clog,2025-10-10 22:00:00,2025-10-11 00:21:00,BM-785,Critical,285.52,REPLACED,BMS,mid,2.35,fall
WO-00941,ASSET-366,LOC-24,STRC-001,Door closer failure,2025-10-10 22:00:00,2025-10-11 00:55:48,LF-677,Medium,528.56,INSPECTED,Lift,new,2.93,fall
WO-01270,ASSET-290,LOC-06,IT-002,Network cabinet overheat,2025-10-11 02:00:00,2025-10-11 05:21:36,PL-671,Low,326.16,,Plumbing,new,3.36,fall
WO-00327,ASSET-163,LOC-24,IT-002,Network cabinet overheat,2025-10-11 04:00:00,2025-10-11 09:36:00,SC-209,Low,392.13,RESET,Security,mid,5.6,fall
WO-03506,ASSET-482,LOC-16,SEC-008,Camera offline,2025-10-11 09:00:00,2025-10-11 11:07:12,PL-655,Low,96.31,,Plumbing,new,2.12,fall
WO-02678,ASSET-202,LOC-35,LIFT-002,Door malfunction,2025-10-11 15:00:00,2025-10-11 18:10:12,PL-436,High,591.61,INSPECTED,Plumbing,new,3.17,fall
WO-04598,ASSET-165,LOC-10,LIFT-008,Control panel reset,2025-10-11 17:00:00,2025-10-11 20:54:36,SC-765,Critical,553.02,PATCHED,Security,new,3.91,fall
WO-02350,ASSET-383,LOC-16,SEC-008,Camera offline,2025-10-11 18:00:00,2025-10-12 00:28:48,FR-257,High,561.71,REPLACED,Fire,old,6.48,fall
WO-01034,ASSET-096,LOC-16,IT-005,UPS battery alert,2025-10-11 20:00:00,2025-10-12 00:42:36,FR-768,Medium,877.19,PATCHED,Fire,new,4.71,fall
WO-01757,ASSET-367,LOC-26,PLMB-003,Drain clog,2025-10-11 23:00:00,2025-10-12 03:09:00,PL-551,Critical,462.48,,Plumbing,mid,4.15,fall
WO-03010,ASSET-273,LOC-02,PLMB-007,Pipe leak,2025-10-12 06:00:00,2025-10-12 09:21:36,LF-133,High,664.21,REPLACED,Lift,mid,3.36,fall
WO-01489,ASSET-391,LOC-13,PLMB-007,Pipe leak,2025-10-12 08:00:00,2025-10-12 09:40:48,EL-195,Critical,540.78,PATCHED,Electrical,mid,1.68,fall
WO-02008,ASSET-022,LOC-24,FIRE-006,Suppression valve issue,2025-10-12 09:00:00,2025-10-12 11:44:24,BM-227,Low,201.16,,BMS,old,2.74,fall
WO-02759,ASSET-441,LOC-20,ELEC-007,Circuit trip,2025-10-12 09:00:00,2025-10-12 12:40:48,FR-737,Critical,567.93,,Fire,mid,3.68,fall
WO-03654,ASSET-078,LOC-11,BMS-003,Sensor communication fault,2025-10-12 10:00:00,2025-10-12 11:44:24,SC-688,High,311.56,RESET,Security,new,1.74,fall
WO-01848,ASSET-496,LOC-16,ELEC-007,Circuit trip,2025-10-12 10:00:00,2025-10-12 12:58:48,FR-547,High,166.89,,Fire,mid,2.98,fall
WO-00882,ASSET-200,LOC-45,STRC-001,Door closer failure,2025-10-12 16:00:00,2025-10-12 18:33:36,,Critical,562.86,RESET,Plumbing,old,2.56,fall
WO-03060,ASSET-309,LOC-30,HVAC-004,Compressor short cycling,2025-10-12 18:00:00,2025-10-12 19:42:00,LF-728,Critical,265.87,,Lift,new,1.7,fall
WO-01776,ASSET-271,LOC-44,PLMB-003,Drain clog,2025-10-12 18:00:00,2025-10-12 20:00:00,GN-776,Critical,670.91,,General,new,2.0,fall
WO-04911,ASSET-246,LOC-35,GEN-005,Furniture repair,2025-10-12 19:00:00,2025-10-12 21:06:36,LF-602,Medium,433.92,PATCHED,Lift,new,2.11,fall
WO-01843,ASSET-486,LOC-39,SEC-008,Camera offline,2025-10-13 01:00:00,2025-10-13 05:00:36,GN-803,Low,475.67,,General,mid,4.01,fall
WO-00855,ASSET-391,LOC-40,CUST-001,Tenant comfort complaint,2025-10-13 07:00:00,2025-10-13 08:34:48,HV-701,Medium,485.63,,HVAC,mid,1.58,fall
WO-04389,ASSET-200,LOC-45,IT-005,UPS battery alert,2025-10-13 09:00:00,2025-10-13 13:15:00,GN-629,Medium,522.61,,General,mid,4.25,fall
WO-00992,ASSET-197,LOC-27,PLMB-007,Pipe leak,2025-10-13 10:00:00,2025-10-13 12:38:24,LF-662,Critical,547.45,,Lift,old,2.64,fall
WO-03906,ASSET-263,LOC-42,PLMB-010,Restroom backup,2025-10-13 12:00:00,2025-10-13 16:36:00,GN-726,Low,350.16,,General,old,4.6,fall
WO-00815,ASSET-342,LOC-29,IT-005,UPS battery alert,2025-10-13 14:00:00,2025-10-13 16:19:12,GN-252,High,505.14,RESET,General,old,2.32,fall
WO-01356,ASSET-233,LOC-35,BMS-009,Setpoint drift,2025-10-13 14:00:00,2025-10-13 14:55:12,EL-468,Medium,381.64,REPLACED,Electrical,mid,0.92,fall
WO-02076,ASSET-445,LOC-24,GEN-005,Furniture repair,2025-10-13 14:00:00,2025-10-13 16:16:48,FR-109,Low,302.63,RESET,Fire,new,2.28,fall
WO-03511,ASSET-273,LOC-18,STRC-001,Door closer failure,2025-10-13 18:00:00,2025-10-13 23:25:12,EL-636,Critical,716.14,REPLACED,Electrical,mid,5.42,fall
WO-02825,ASSET-261,LOC-17,GEN-005,Furniture repair,2025-10-13 18:00:00,2025-10-13 23:24:00,BM-629,Low,634.75,INSPECTED,BMS,new,5.4,fall
WO-03656,ASSET-314,LOC-43,BMS-003,Sensor communication fault,2025-10-14 03:00:00,2025-10-14 08:22:12,BM-443,Medium,426.62,,BMS,old,5.37,fall
WO-02897,ASSET-329,LOC-41,LIFT-005,Cabin leveling fault,2025-10-14 06:00:00,2025-10-14 09:57:36,HV-102,Critical,524.59,,HVAC,old,3.96,fall
WO-03339,ASSET-369,LOC-09,ELEC-011,Lighting panel fault,2025-10-14 10:00:00,2025-10-14 15:23:24,SC-133,High,513.24,PATCHED,Security,mid,5.39,fall
WO-03591,ASSET-202,LOC-15,FIRE-006,Suppression valve issue,2025-10-14 12:00:00,2025-10-14 13:55:12,SC-501,High,578.44,INSPECTED,Security,new,1.92,fall
WO-01217,ASSET-173,LOC-41,FIRE-002,Detector false alarm,2025-10-15 03:00:00,2025-10-15 03:59:24,,High,189.38,INSPECTED,Plumbing,mid,0.99,fall
WO-03636,ASSET-275,LOC-35,FIRE-002,Detector false alarm,2025-10-15 04:00:00,2025-10-15 08:18:00,LF-107,Medium,538.23,REPLACED,Lift,mid,4.3,fall
WO-04401,ASSET-020,LOC-11,WATR-002,Pump cavitation,2025-10-15 05:00:00,2025-10-15 10:01:12,GN-438,Medium,428.96,RESET,General,mid,5.02,fall
WO-02490,ASSET-288,LOC-32,SEC-004,Access reader failure,2025-10-15 05:00:00,2025-10-15 09:06:36,GN-457,Critical,267.43,,General,old,4.11,fall
WO-04524,ASSET-236,LOC-40,SEC-004,Access reader failure,2025-10-15 08:00:00,2025-10-15 11:05:24,FR-244,High,171.68,INSPECTED,Fire,old,3.09,fall
WO-02673,ASSET-275,LOC-31,ELEC-011,Lighting panel fault,2025-10-15 09:00:00,2025-10-15 14:10:12,SC-773,Critical,708.63,RESET,Security,mid,5.17,fall
WO-00200,ASSET-242,LOC-02,PLMB-003,Drain clog,2025-10-15 11:00:00,2025-10-15 14:53:24,LF-734,High,307.25,,Lift,new,3.89,fall
WO-04880,ASSET-050,LOC-02,WATR-002,Pump cavitation,2025-10-15 22:00:00,2025-10-16 02:03:00,FR-651,Medium,595.91,REPLACED,Fire,mid,4.05,fall
WO-03351,ASSET-263,LOC-07,ELEC-015,Generator warning alarm,2025-10-16 01:00:00,2025-10-16 03:46:48,LF-922,Critical,451.8,INSPECTED,Lift,old,2.78,fall
WO-02064,ASSET-019,LOC-27,LIFT-008,Control panel reset,2025-10-16 06:00:00,2025-10-16 09:55:12,HV-211,High,137.66,,HVAC,old,3.92,fall
WO-04486,ASSET-115,LOC-47,LIFT-002,Door malfunction,2025-10-16 09:00:00,2025-10-16 11:59:24,BM-833,Medium,332.19,INSPECTED,BMS,new,2.99,fall
WO-04186,ASSET-006,LOC-10,GEN-001,General handyman request,2025-10-16 15:00:00,2025-10-16 17:57:00,EL-103,High,670.53,,Electrical,mid,2.95,fall
WO-00244,ASSET-057,LOC-32,BMS-003,Sensor communication fault,2025-10-16 19:00:00,2025-10-16 21:11:24,PL-711,Low,488.85,,Plumbing,old,2.19,fall
WO-03771,ASSET-344,LOC-16,ELEC-007,Circuit trip,2025-10-16 19:00:00,2025-10-16 21:40:48,SC-209,Critical,554.35,REPLACED,Security,mid,2.68,fall
WO-04394,ASSET-117,LOC-03,FIRE-006,Suppression valve issue,2025-10-17 05:00:00,2025-10-17 07:25:12,PL-607,Medium,343.73,INSPECTED,Plumbing,new,2.42,fall
WO-04444,ASSET-058,LOC-48,PLMB-007,Pipe leak,2025-10-17 09:00:00,2025-10-17 11:57:00,PL-621,Critical,363.8,,Plumbing,old,2.95,fall
WO-03272,ASSET-196,LOC-32,PLMB-003,Drain clog,2025-10-17 18:00:00,2025-10-17 20:45:36,EL-214,Low,695.82,,Electrical,mid,2.76,fall
WO-04402,ASSET-438,LOC-07,ELEC-011,Lighting panel fault,2025-10-17 23:00:00,2025-10-18 00:15:00,FR-586,Medium,786.32,REPLACED,Fire,old,1.25,fall
WO-00889,ASSET-120,LOC-02,ELEC-011,Lighting panel fault,2025-10-17 23:00:00,2025-10-18 01:22:48,HV-731,Low,250.86,PATCHED,HVAC,new,2.38,fall
WO-04460,ASSET-076,LOC-18,PLMB-007,Pipe leak,2025-10-17 23:00:00,2025-10-18 00:42:00,GN-293,Low,155.97,INSPECTED,General,mid,1.7,fall
WO-02793,ASSET-312,LOC-36,LIFT-008,Control panel reset,2025-10-18 08:00:00,2025-10-18 10:02:24,BM-309,Critical,85.0,INSPECTED,BMS,new,2.04,fall
WO-01722,ASSET-328,LOC-03,PLMB-010,Restroom backup,2025-10-18 12:00:00,2025-10-18 15:21:00,BM-719,Critical,571.11,PATCHED,BMS,old,3.35,fall
WO-04610,ASSET-490,LOC-14,STRC-004,Ceiling tile leak stain,2025-10-18 15:00:00,2025-10-18 16:52:12,GN-614,Low,391.51,RESET,General,new,1.87,fall
WO-03806,ASSET-445,LOC-28,IT-002,Network cabinet overheat,2025-10-18 16:00:00,2025-10-18 23:15:00,LF-965,Critical,472.01,INSPECTED,Lift,new,7.25,fall
WO-02668,ASSET-384,LOC-26,ELEC-015,Generator warning alarm,2025-10-18 16:00:00,2025-10-18 19:19:48,BM-102,Critical,653.89,,BMS,old,3.33,fall
WO-00288,ASSET-456,LOC-09,SEC-004,Access reader failure,2025-10-18 17:00:00,2025-10-18 20:27:00,GN-971,Critical,187.23,PATCHED,General,new,3.45,fall
WO-00265,ASSET-393,LOC-37,ELEC-015,Generator warning alarm,2025-10-18 18:00:00,2025-10-18 21:32:24,LF-526,Low,670.35,INSPECTED,Lift,old,3.54,fall
WO-02013,ASSET-404,LOC-07,GEN-001,General handyman request,2025-10-19 13:00:00,2025-10-19 15:48:00,PL-875,Critical,309.55,PATCHED,Plumbing,old,2.8,fall
WO-02335,ASSET-074,LOC-28,STRC-001,Door closer failure,2025-10-19 17:00:00,2025-10-19 20:36:36,HV-941,Medium,228.1,REPLACED,HVAC,old,3.61,fall
WO-01659,ASSET-445,LOC-21,GEN-001,General handyman request,2025-10-20 03:00:00,2025-10-20 05:55:12,FR-170,Medium,464.38,RESET,Fire,mid,2.92,fall
WO-00234,ASSET-344,LOC-45,GEN-005,Furniture repair,2025-10-20 10:00:00,2025-10-20 12:49:12,EL-948,Low,729.96,INSPECTED,Electrical,old,2.82,fall
WO-04111,ASSET-043,LOC-49,BMS-009,Setpoint drift,2025-10-20 15:00:00,2025-10-20 16:31:48,BM-160,High,400.52,RESET,BMS,mid,1.53,fall
WO-03296,ASSET-082,LOC-37,PLMB-003,Drain clog,2025-10-20 21:00:00,2025-10-20 23:49:12,BM-696,High,371.07,,BMS,new,2.82,fall
WO-01351,ASSET-079,LOC-19,FIRE-002,Detector false alarm,2025-10-21 01:00:00,2025-10-21 06:14:24,SC-617,Low,501.39,REPLACED,Security,new,5.24,fall
WO-00983,ASSET-395,LOC-06,PLMB-007,Pipe leak,2025-10-21 01:00:00,2025-10-21 04:16:12,LF-374,Medium,459.26,,Lift,new,3.27,fall
WO-00744,ASSET-401,LOC-02,IT-002,Network cabinet overheat,2025-10-21 01:00:00,2025-10-21 03:57:00,GN-156,Low,393.95,PATCHED,General,old,2.95,fall
WO-03330,ASSET-131,LOC-14,STRC-004,Ceiling tile leak stain,2025-10-21 09:00:00,2025-10-21 11:53:24,GN-841,Medium,397.03,PATCHED,General,mid,2.89,fall
WO-02923,ASSET-225,LOC-02,ELEC-015,Generator warning alarm,2025-10-21 12:00:00,2025-10-21 13:54:36,PL-101,High,482.72,REPLACED,Plumbing,mid,1.91,fall
WO-01982,ASSET-219,LOC-03,CUST-001,Tenant comfort complaint,2025-10-21 16:00:00,2025-10-21 17:49:48,EL-625,Critical,540.84,,Electrical,old,1.83,fall
WO-04552,ASSET-417,LOC-50,HVAC-010,Airflow imbalance,2025-10-21 18:00:00,2025-10-21 20:22:48,,Critical,328.19,INSPECTED,Security,old,2.38,fall
WO-00902,ASSET-484,LOC-44,ELEC-015,Generator warning alarm,2025-10-22 04:00:00,2025-10-22 07:35:24,GN-250,High,582.48,REPLACED,General,old,3.59,fall
WO-00204,ASSET-142,LOC-13,HVAC-004,Compressor short cycling,2025-10-22 11:00:00,2025-10-22 14:03:00,SC-225,Critical,552.72,RESET,Security,old,3.05,fall
WO-01672,ASSET-113,LOC-11,IT-002,Network cabinet overheat,2025-10-22 14:00:00,2025-10-22 16:59:24,GN-927,Critical,312.8,PATCHED,General,new,2.99,fall
WO-03753,ASSET-267,LOC-49,SEC-004,Access reader failure,2025-10-22 14:00:00,2025-10-22 16:15:36,PL-683,Critical,636.19,REPLACED,Plumbing,old,2.26,fall
WO-04151,ASSET-139,LOC-19,GEN-001,General handyman request,2025-10-22 15:00:00,2025-10-22 19:22:48,SC-440,Low,352.66,REPLACED,Security,old,4.38,fall
WO-00654,ASSET-277,LOC-50,PLMB-003,Drain clog,2025-10-22 15:00:00,2025-10-22 16:09:00,EL-541,Medium,314.17,,Electrical,old,1.15,fall
WO-02994,ASSET-297,LOC-25,ROOF-003,Roof drain blockage,2025-10-22 16:00:00,2025-10-22 17:44:24,PL-793,Critical,542.26,PATCHED,Plumbing,mid,1.74,fall
WO-01868,ASSET-362,LOC-06,ELEC-011,Lighting panel fault,2025-10-22 17:00:00,2025-10-22 20:52:48,EL-979,Critical,382.86,INSPECTED,Electrical,old,3.88,fall
WO-03078,ASSET-144,LOC-26,GEN-005,Furniture repair,2025-10-22 18:00:00,2025-10-22 21:36:00,SC-921,Medium,447.94,PATCHED,Security,new,3.6,fall
WO-02637,ASSET-287,LOC-22,BMS-003,Sensor communication fault,2025-10-22 21:00:00,2025-10-22 23:30:00,BM-730,Critical,747.17,REPLACED,BMS,mid,2.5,fall
WO-00286,ASSET-334,LOC-37,CUST-001,Tenant comfort complaint,2025-10-23 01:00:00,2025-10-23 02:19:12,PL-337,Low,409.12,REPLACED,Plumbing,mid,1.32,fall
WO-00369,ASSET-254,LOC-25,GEN-001,General handyman request,2025-10-23 01:00:00,2025-10-23 04:46:48,LF-215,Medium,429.32,INSPECTED,Lift,old,3.78,fall
WO-02569,ASSET-049,LOC-45,IT-002,Network cabinet overheat,2025-10-23 05:00:00,2025-10-23 09:36:00,BM-731,Medium,789.89,RESET,BMS,mid,4.6,fall
WO-04848,ASSET-418,LOC-44,GEN-001,General handyman request,2025-10-23 09:00:00,2025-10-23 13:39:00,FR-881,Critical,577.49,INSPECTED,Fire,mid,4.65,fall
WO-01450,ASSET-307,LOC-34,PLMB-010,Restroom backup,2025-10-23 20:00:00,2025-10-23 21:48:00,LF-394,Critical,116.79,RESET,Lift,mid,1.8,fall
WO-02453,ASSET-036,LOC-41,ELEC-015,Generator warning alarm,2025-10-24 07:00:00,2025-10-24 09:01:48,FR-479,Low,366.78,REPLACED,Fire,mid,2.03,fall
WO-02522,ASSET-453,LOC-40,ELEC-011,Lighting panel fault,2025-10-24 09:00:00,2025-10-24 11:17:24,SC-481,Medium,488.56,RESET,Security,new,2.29,fall
WO-00338,ASSET-495,LOC-28,IT-005,UPS battery alert,2025-10-24 12:00:00,2025-10-24 14:16:12,FR-208,Low,209.31,RESET,Fire,mid,2.27,fall
WO-02214,ASSET-002,LOC-04,GEN-005,Furniture repair,2025-10-24 15:00:00,2025-10-24 16:41:24,GN-391,Low,460.05,,General,new,1.69,fall
WO-04217,ASSET-115,LOC-36,PARK-004,Barrier gate fault,2025-10-24 16:00:00,2025-10-24 20:17:24,BM-299,Low,217.18,RESET,BMS,mid,4.29,fall
WO-01540,ASSET-167,LOC-27,LAND-002,Landscape irrigation issue,2025-10-25 03:00:00,2025-10-25 05:01:48,FR-487,High,407.88,INSPECTED,Fire,old,2.03,fall
WO-04449,ASSET-136,LOC-34,ELEC-015,Generator warning alarm,2025-10-25 03:00:00,2025-10-25 06:45:00,PL-333,High,505.02,RESET,Plumbing,mid,3.75,fall
WO-00289,ASSET-008,LOC-48,ROOF-003,Roof drain blockage,2025-10-25 08:00:00,2025-10-25 12:56:24,EL-445,High,619.67,,Electrical,old,4.94,fall
WO-00486,ASSET-064,LOC-03,HVAC-001,Cooling failure,2025-10-25 11:00:00,2025-10-25 16:18:00,EL-105,Critical,440.96,,Electrical,old,5.3,fall
WO-03169,ASSET-443,LOC-28,ELEC-015,Generator warning alarm,2025-10-25 13:00:00,2025-10-25 17:00:36,SC-863,Low,235.26,REPLACED,Security,new,4.01,fall
WO-03836,ASSET-062,LOC-30,WATR-006,Low pressure alert,2025-10-25 16:00:00,2025-10-25 19:10:48,GN-337,Medium,246.76,RESET,General,mid,3.18,fall
WO-02698,ASSET-354,LOC-38,SEC-008,Camera offline,2025-10-25 20:00:00,2025-10-25 23:11:24,PL-321,Critical,558.89,INSPECTED,Plumbing,old,3.19,fall
WO-00478,ASSET-229,LOC-16,PLMB-003,Drain clog,2025-10-26 00:00:00,2025-10-26 03:34:48,FR-757,Medium,363.09,RESET,Fire,old,3.58,fall
WO-04306,ASSET-317,LOC-41,IT-002,Network cabinet overheat,2025-10-26 02:00:00,2025-10-26 04:57:00,SC-358,Medium,508.99,INSPECTED,Security,new,2.95,fall
WO-04225,ASSET-326,LOC-32,PARK-004,Barrier gate fault,2025-10-26 04:00:00,2025-10-26 06:27:36,EL-929,Low,335.81,,Electrical,new,2.46,fall
WO-04717,ASSET-434,LOC-46,HVAC-004,Compressor short cycling,2025-10-26 08:00:00,2025-10-26 10:50:24,HV-470,Critical,322.19,PATCHED,HVAC,old,2.84,fall
WO-04515,ASSET-068,LOC-38,ELEC-011,Lighting panel fault,2025-10-26 08:00:00,2025-10-26 10:04:12,HV-734,Critical,700.32,REPLACED,HVAC,old,2.07,fall
WO-01483,ASSET-073,LOC-02,FIRE-002,Detector false alarm,2025-10-26 09:00:00,2025-10-26 11:40:48,LF-332,Critical,299.88,PATCHED,Lift,mid,2.68,fall
WO-04199,ASSET-183,LOC-30,ELEC-011,Lighting panel fault,2025-10-26 09:00:00,2025-10-26 12:49:12,EL-115,Medium,85.0,,Electrical,mid,3.82,fall
WO-04115,ASSET-445,LOC-04,PLMB-003,Drain clog,2025-10-26 12:00:00,2025-10-26 14:14:24,FR-590,Low,595.55,RESET,Fire,mid,2.24,fall
WO-04616,ASSET-151,LOC-06,LIFT-008,Control panel reset,2025-10-26 20:00:00,2025-10-26 22:39:36,BM-701,Low,269.04,PATCHED,BMS,new,2.66,fall
WO-00836,ASSET-222,LOC-27,LAND-002,Landscape irrigation issue,2025-10-27 01:00:00,2025-10-27 04:42:36,FR-380,Low,138.43,,Fire,mid,3.71,fall
WO-00320,ASSET-195,LOC-25,HVAC-010,Airflow imbalance,2025-10-27 01:00:00,2025-10-27 03:57:00,,Critical,241.86,RESET,Security,old,2.95,fall
WO-01084,ASSET-421,LOC-19,LIFT-005,Cabin leveling fault,2025-10-27 03:00:00,2025-10-27 06:07:12,PL-679,Critical,537.04,PATCHED,Plumbing,new,3.12,fall
WO-02967,ASSET-256,LOC-42,LAND-002,Landscape irrigation issue,2025-10-27 04:00:00,2025-10-27 07:07:48,GN-830,Low,410.42,RESET,General,mid,3.13,fall
